mysql> source /Users/hariskaterelos/Documents/hospital-db-management/queries/1.sql
Query OK, 0 rows affected (0.01 sec)

mysql> select * from query_1;
+----------+------+----------+--------------------------+-------------------+-----------------+--------------------+----------------+
| tmima_id | etos | kod_ken  | asfalistikos_foreas      | arithmos_nosilion | synoliko_vasiko | synoliko_prostheto | synoliko_esoda |
|        7 | 2024 | Μ29Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1903.00 |            7612.00 |        9515.00 |
|        7 | 2024 | Ν20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         6919.00 |               0.00 |        6919.00 |
|        7 | 2024 | Ν26Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2062.00 |             458.22 |        2520.22 |
|        7 | 2024 | Ν30Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          420.00 |            1890.00 |        2310.00 |
|        7 | 2024 | Π28Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2062.00 |             206.20 |        2268.20 |
|        7 | 2024 | Ρ20Α     | ΕΟΠΥΥ                    |                 1 |         6023.00 |             547.55 |        6570.55 |
|        7 | 2024 | Υ04Χβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1605.00 |            1605.00 |        3210.00 |
|        7 | 2024 | Υ22Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          482.00 |            5784.00 |        6266.00 |
|        7 | 2024 | Ω06Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1125.00 |           14625.00 |       15750.00 |
|        7 | 2024 | Ω37Α     | ΙΚΑ-ΕΦΚΑ                 |                 6 |         1524.00 |           12192.00 |       13716.00 |
|        7 | 2024 | Ω37Β     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         1322.00 |            1762.64 |        3084.64 |
|        7 | 2025 | Α01Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4701.00 |               0.00 |        4701.00 |
|        7 | 2025 | Α10Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4627.00 |               0.00 |        4627.00 |
|        7 | 2025 | Α26Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1175.00 |               0.00 |        1175.00 |
|        7 | 2025 | Α28Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          623.00 |            2284.37 |        2907.37 |
|        7 | 2025 | Β02Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1719.00 |            1227.85 |        2946.85 |
|        7 | 2025 | Δ27Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |          398.00 |            5174.00 |        5572.00 |
|        7 | 2025 | Ζ02Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2979.00 |            2979.00 |        5958.00 |
|        7 | 2025 | Η02Μα    | ΙΚΑ-ΕΦΚΑ                 |                 5 |        25555.00 |               0.00 |       25555.00 |
|        7 | 2025 | Κ06Χ     | ΟΑΕΕ-ΕΦΚΑ                |                 1 |         5077.00 |             725.29 |        5802.29 |
|        7 | 2025 | Κ10Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4166.00 |               0.00 |        4166.00 |
|        7 | 2025 | Κ14Μα    | ΕΟΠΥΥ                    |                 1 |         3569.00 |               0.00 |        3569.00 |
|        7 | 2025 | Κ15Χ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         6039.00 |           21136.50 |       27175.50 |
|        7 | 2025 | Κ16Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1118.00 |            3913.00 |        5031.00 |
|        7 | 2025 | Κ18Μ     | ΕΟΠΥΥ                    |                 1 |         2226.00 |            1272.00 |        3498.00 |
|        7 | 2025 | Κ22Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         7753.00 |               0.00 |        7753.00 |
|        7 | 2025 | Κ32Α     | ΕΟΠΥΥ                    |                 1 |         1043.00 |           10430.00 |       11473.00 |
|        7 | 2025 | Κ41Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         4794.00 |             399.50 |        5193.50 |
|        7 | 2025 | Κ46Μ     | ΟΑΕΕ-ΕΦΚΑ                |                 1 |         1245.00 |            1452.50 |        2697.50 |
|        7 | 2025 | Λ02Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1743.00 |             871.50 |        2614.50 |
|        7 | 2025 | Μ05Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         7705.00 |               0.00 |        7705.00 |
|        7 | 2025 | Μ13Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         4166.00 |            5207.50 |        9373.50 |
|        7 | 2025 | Μ25Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1260.00 |            2940.00 |        4200.00 |
|        7 | 2025 | Μ79Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2942.00 |               0.00 |        2942.00 |
|        7 | 2025 | Ν30Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1191.00 |             595.50 |        1786.50 |
|        7 | 2025 | Π05Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         2758.00 |            4826.50 |        7584.50 |
|        7 | 2025 | Π10Μ     | ΕΟΠΥΥ                    |                 1 |         1697.00 |            1697.00 |        3394.00 |
|        7 | 2025 | Π11Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          566.00 |             849.00 |        1415.00 |
|        7 | 2025 | Π28Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2062.00 |               0.00 |        2062.00 |
|        7 | 2025 | Σ22Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1253.00 |            1461.81 |        2714.81 |
|        7 | 2025 | Τ02Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |        20279.00 |               0.00 |       20279.00 |
|        8 | 2024 | Α02Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1595.00 |               0.00 |        1595.00 |
|        8 | 2024 | Α29Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          397.00 |             992.50 |        1389.50 |
|        8 | 2024 | Α34Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          638.00 |            2126.70 |        2764.70 |
|        8 | 2024 | Γ20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1969.00 |               0.00 |        1969.00 |
|        8 | 2024 | Δ01Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         8557.00 |               0.00 |        8557.00 |
|        8 | 2024 | Δ28Χ     | ΟΑΕΕ-ΕΦΚΑ                |                 3 |         2895.00 |            5790.00 |        8685.00 |
|        8 | 2024 | Ε10Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |        94009.00 |               0.00 |       94009.00 |
|        8 | 2024 | Ε12Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         6414.00 |           23518.00 |       29932.00 |
|        8 | 2024 | Ζ22Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          397.00 |            1985.00 |        2382.00 |
|        8 | 2024 | Η02Μα    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         5111.00 |               0.00 |        5111.00 |
|        8 | 2024 | Θ24Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1829.00 |             203.22 |        2032.22 |
|        8 | 2024 | Ι22Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          910.00 |            1061.69 |        1971.69 |
|        8 | 2024 | Κ06Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         5077.00 |             725.29 |        5802.29 |
|        8 | 2024 | Λ03Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1249.00 |            3330.64 |        4579.64 |
|        8 | 2024 | Μ03Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |        18921.00 |               0.00 |       18921.00 |
|        8 | 2024 | Μ66Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          652.00 |            2282.00 |        2934.00 |
|        8 | 2024 | Μ67Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2428.00 |               0.00 |        2428.00 |
|        8 | 2024 | Μ72Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1681.00 |               0.00 |        1681.00 |
|        8 | 2024 | Ν01Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1980.00 |            1980.00 |        3960.00 |
|        8 | 2024 | Ν29Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1230.00 |               0.00 |        1230.00 |
|        8 | 2024 | Ν31Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1510.00 |             431.42 |        1941.42 |
|        8 | 2024 | Ξ20Χβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |          257.00 |            1028.00 |        1285.00 |
|        8 | 2024 | Ο21Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         1868.00 |            1494.40 |        3362.40 |
|        8 | 2024 | Π03Χβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1813.00 |            3172.75 |        4985.75 |
|        8 | 2024 | Ρ20Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         6023.00 |            1642.65 |        7665.65 |
|        8 | 2024 | Σ02Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         5777.00 |               0.00 |        5777.00 |
|        8 | 2024 | Σ20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |        14870.00 |               0.00 |       14870.00 |
|        8 | 2024 | Φ10Α     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         2944.00 |           26496.00 |       29440.00 |
|        8 | 2024 | Φ62Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          374.00 |            1870.00 |        2244.00 |
|        8 | 2024 | Φ64Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          303.00 |            3030.00 |        3333.00 |
|        8 | 2024 | Χ42Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1331.00 |             166.38 |        1497.38 |
|        8 | 2024 | Ω04Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3125.00 |             781.25 |        3906.25 |
|        8 | 2025 | S23Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2039.00 |               0.00 |        2039.00 |
|        8 | 2025 | Α01Χ     | ΟΑΕΕ-ΕΦΚΑ                |                 1 |         2712.00 |             387.43 |        3099.43 |
|        8 | 2025 | Α12Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1798.00 |             256.86 |        2054.86 |
|        8 | 2025 | Α24Χ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         2847.00 |            3558.75 |        6405.75 |
|        8 | 2025 | Α25Μ     | ΤΣΑΥ                     |                 1 |         1766.00 |             981.10 |        2747.10 |
|        8 | 2025 | Α34Χ     | Ανασφάλιστος             |                 3 |         1914.00 |            5104.08 |        7018.08 |
|        8 | 2025 | Δ13Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          915.00 |            2058.75 |        2973.75 |
|        8 | 2025 | Ε04Α     | ΙΚΑ-ΕΦΚΑ                 |                 3 |        90045.00 |               0.00 |       90045.00 |
|        8 | 2025 | Ε11Χ     | ΕΟΠΥΥ                    |                 2 |        10604.00 |               0.00 |       10604.00 |
|        8 | 2025 | Η08Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2111.00 |            1759.15 |        3870.15 |
|        8 | 2025 | Θ02Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |        10270.00 |               0.00 |       10270.00 |
|        8 | 2025 | Θ04Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2848.00 |            5696.00 |        8544.00 |
|        8 | 2025 | Θ05Μ     | ΤΣΑΥ                     |                 1 |         2587.00 |               0.00 |        2587.00 |
|        8 | 2025 | Κ05Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         7270.00 |               0.00 |        7270.00 |
|        8 | 2025 | Κ18Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1146.00 |            5730.00 |        6876.00 |
|        8 | 2025 | Κ37Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |          918.00 |            4590.00 |        5508.00 |
|        8 | 2025 | Κ44Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          311.00 |            3421.00 |        3732.00 |
|        8 | 2025 | Κ45Μα    | ΙΚΑ-ΕΦΚΑ                 |                 3 |         7284.00 |               0.00 |        7284.00 |
|        8 | 2025 | Λ04Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         3614.00 |            2168.40 |        5782.40 |
|        8 | 2025 | Μ05Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |        23115.00 |            6304.05 |       29419.05 |
|        8 | 2025 | Μ21Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1052.00 |            2104.00 |        3156.00 |
|        8 | 2025 | Μ67Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         1992.00 |             853.74 |        2845.74 |
|        8 | 2025 | Μ78Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1463.00 |             365.76 |        1828.76 |
|        8 | 2025 | Ν05Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          439.00 |            1756.00 |        2195.00 |
|        8 | 2025 | Ν24Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2389.00 |               0.00 |        2389.00 |
|        8 | 2025 | Ο02Α     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         4833.00 |            3222.00 |        8055.00 |
|        8 | 2025 | Ο05Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          896.00 |            7168.00 |        8064.00 |
|        8 | 2025 | Ο21Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          934.00 |            1307.60 |        2241.60 |
|        8 | 2025 | Ρ24Μα    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3773.00 |               0.00 |        3773.00 |
|        8 | 2025 | Σ20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         7435.00 |               0.00 |        7435.00 |
|        8 | 2025 | Τ05Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |        10357.00 |               0.00 |       10357.00 |
|        8 | 2025 | Υ09Χα    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1919.00 |            4797.50 |        6716.50 |
|        8 | 2025 | Υ21Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          231.00 |            3003.00 |        3234.00 |
|        9 | 2024 | Α01Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4701.00 |               0.00 |        4701.00 |
|        9 | 2024 | Α02Μα    | ΙΚΑ-ΕΦΚΑ                 |                 2 |         7844.00 |               0.00 |        7844.00 |
|        9 | 2024 | Α31Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1798.00 |               0.00 |        1798.00 |
|        9 | 2024 | Α32Α     | ΟΑΕΕ-ΕΦΚΑ                |                 1 |          846.00 |             634.50 |        1480.50 |
|        9 | 2024 | Α34Μα    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1977.00 |             593.10 |        2570.10 |
|        9 | 2024 | Δ01Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         6452.00 |            3584.45 |       10036.45 |
|        9 | 2024 | Δ12Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4871.00 |               0.00 |        4871.00 |
|        9 | 2024 | Η01Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         7916.00 |               0.00 |        7916.00 |
|        9 | 2024 | Κ07Μα    | ΙΚΑ-ΕΦΚΑ                 |                 1 |        10554.00 |             879.50 |       11433.50 |
|        9 | 2024 | Κ18Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         4452.00 |            1908.00 |        6360.00 |
|        9 | 2024 | Κ30Μ     | ΤΣΑΥ                     |                 1 |         6295.00 |               0.00 |        6295.00 |
|        9 | 2024 | Κ30Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4470.00 |               0.00 |        4470.00 |
|        9 | 2024 | Κ36Χ     | ΤΣΑΥ                     |                 1 |          374.00 |            2057.00 |        2431.00 |
|        9 | 2024 | Κ41Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4801.00 |               0.00 |        4801.00 |
|        9 | 2024 | Κ41Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2397.00 |               0.00 |        2397.00 |
|        9 | 2024 | Λ02Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         2350.00 |            1566.68 |        3916.68 |
|        9 | 2024 | Λ26Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          257.00 |            1413.50 |        1670.50 |
|        9 | 2024 | Μ09Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |        14720.00 |               0.00 |       14720.00 |
|        9 | 2024 | Μ17Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1764.00 |            7056.00 |        8820.00 |
|        9 | 2024 | Μ73Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         4498.00 |               0.00 |        4498.00 |
|        9 | 2024 | Ν02Χ     | ΕΟΠΥΥ                    |                 1 |         3836.00 |            2740.00 |        6576.00 |
|        9 | 2024 | Ν12Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         7440.00 |            1062.86 |        8502.86 |
|        9 | 2024 | Ν32Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1183.00 |             236.60 |        1419.60 |
|        9 | 2024 | Ο11Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          639.00 |            2556.00 |        3195.00 |
|        9 | 2024 | Π02Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2771.00 |            1385.52 |        4156.52 |
|        9 | 2024 | Π05Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1379.00 |            1723.75 |        3102.75 |
|        9 | 2024 | Σ21Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1886.00 |            3017.60 |        4903.60 |
|        9 | 2024 | Τ20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          244.00 |             976.00 |        1220.00 |
|        9 | 2024 | Τ25Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4145.00 |               0.00 |        4145.00 |
|        9 | 2024 | Τ26Μγ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1644.00 |               0.00 |        1644.00 |
|        9 | 2024 | Υ04Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4355.00 |               0.00 |        4355.00 |
|        9 | 2024 | Υ22Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          545.00 |            2997.50 |        3542.50 |
|        9 | 2024 | Φ03Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         5386.00 |               0.00 |        5386.00 |
|        9 | 2025 | Α10Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |        12072.00 |            2012.00 |       14084.00 |
|        9 | 2025 | Α12Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1910.00 |           21010.00 |       22920.00 |
|        9 | 2025 | Α33Μα    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2023.00 |               0.00 |        2023.00 |
|        9 | 2025 | Δ12Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4871.00 |               0.00 |        4871.00 |
|        9 | 2025 | Δ22Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         2895.00 |            5211.00 |        8106.00 |
|        9 | 2025 | Δ25Μ     | ΕΟΠΥΥ                    |                 3 |         3315.00 |            2210.04 |        5525.04 |
|        9 | 2025 | Δ28Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1969.00 |               0.00 |        1969.00 |
|        9 | 2025 | Ε08Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |        30051.00 |               0.00 |       30051.00 |
|        9 | 2025 | Ζ21Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          848.00 |             636.00 |        1484.00 |
|        9 | 2025 | Η05Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1393.00 |            2437.75 |        3830.75 |
|        9 | 2025 | Η07Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4299.00 |               0.00 |        4299.00 |
|        9 | 2025 | Η40Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |          965.00 |            1737.00 |        2702.00 |
|        9 | 2025 | Κ04Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         9163.00 |            3436.14 |       12599.14 |
|        9 | 2025 | Κ05Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |        10023.00 |               0.00 |       10023.00 |
|        9 | 2025 | Κ16Μ     | ΙΚΑ-ΕΦΚΑ                 |                 6 |         9186.00 |           24495.84 |       33681.84 |
|        9 | 2025 | Κ30Χ     | ΟΑΕΕ-ΕΦΚΑ                |                 1 |         4470.00 |            4470.00 |        8940.00 |
|        9 | 2025 | Μ03Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |        18921.00 |               0.00 |       18921.00 |
|        9 | 2025 | Ν01Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         5056.00 |            3611.40 |        8667.40 |
|        9 | 2025 | Ν10Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          163.00 |            1304.00 |        1467.00 |
|        9 | 2025 | Ο21Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          934.00 |             186.80 |        1120.80 |
|        9 | 2025 | Π01Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3857.00 |               0.00 |        3857.00 |
|        9 | 2025 | Π27Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         5042.00 |               0.00 |        5042.00 |
|        9 | 2025 | Π42Α     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         2194.00 |            1535.80 |        3729.80 |
|        9 | 2025 | Ρ05Χ     | ΟΑΕΕ-ΕΦΚΑ                |                 1 |         2140.00 |            2140.02 |        4280.02 |
|        9 | 2025 | Ρ24Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          623.00 |            2284.37 |        2907.37 |
|        9 | 2025 | Σ02Χα    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3109.00 |             777.24 |        3886.24 |
|        9 | 2025 | Σ20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         7435.00 |               0.00 |        7435.00 |
|        9 | 2025 | Σ22Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1253.00 |             626.49 |        1879.49 |
|        9 | 2025 | Τ27Χ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         1284.00 |            3424.08 |        4708.08 |
|        9 | 2025 | Φ25Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1256.00 |            1256.00 |        2512.00 |
|       10 | 2024 | Α26Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1175.00 |            1175.00 |        2350.00 |
|       10 | 2024 | Β10Α     | ΤΣΑΥ                     |                 3 |          660.00 |            7260.00 |        7920.00 |
|       10 | 2024 | Β21Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          459.00 |            1377.00 |        1836.00 |
|       10 | 2024 | Δ14Α     | ΕΟΠΥΥ                    |                 1 |         4198.00 |               0.00 |        4198.00 |
|       10 | 2024 | Ε08Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3683.00 |             368.30 |        4051.30 |
|       10 | 2024 | Η42Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         5814.00 |               0.00 |        5814.00 |
|       10 | 2024 | Θ04Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4378.00 |            1094.50 |        5472.50 |
|       10 | 2024 | Θ21Α     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         7797.00 |               0.00 |        7797.00 |
|       10 | 2024 | Κ13Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3969.00 |               0.00 |        3969.00 |
|       10 | 2024 | Κ14Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1991.00 |             497.75 |        2488.75 |
|       10 | 2024 | Κ17Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2892.00 |            2892.00 |        5784.00 |
|       10 | 2024 | Κ30Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |        18885.00 |            3433.62 |       22318.62 |
|       10 | 2024 | Κ36Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          957.00 |             957.00 |        1914.00 |
|       10 | 2024 | Μ01Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |        28040.00 |               0.00 |       28040.00 |
|       10 | 2024 | Μ02Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3430.00 |               0.00 |        3430.00 |
|       10 | 2024 | Μ21Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1052.00 |            6312.00 |        7364.00 |
|       10 | 2024 | Μ32Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         9963.00 |               0.00 |        9963.00 |
|       10 | 2024 | Μ64Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1175.00 |               0.00 |        1175.00 |
|       10 | 2024 | Μ69Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          428.00 |             856.00 |        1284.00 |
|       10 | 2024 | Μ73Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         6747.00 |               0.00 |        6747.00 |
|       10 | 2024 | Ν07Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         2220.00 |           12210.00 |       14430.00 |
|       10 | 2024 | Ν22Α     | ΟΑΕΕ-ΕΦΚΑ                |                 2 |          486.00 |            4374.00 |        4860.00 |
|       10 | 2024 | Ν32Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         6350.00 |               0.00 |        6350.00 |
|       10 | 2024 | Ν36Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         2972.00 |            3962.72 |        6934.72 |
|       10 | 2024 | Ξ22Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          514.00 |            1713.30 |        2227.30 |
|       10 | 2024 | Π04Μα    | ΕΟΠΥΥ                    |                 1 |         4847.00 |               0.00 |        4847.00 |
|       10 | 2024 | Π12Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1932.00 |               0.00 |        1932.00 |
|       10 | 2024 | Π43Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          335.00 |            1172.50 |        1507.50 |
|       10 | 2024 | Ρ05Μα    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         8110.00 |               0.00 |        8110.00 |
|       10 | 2024 | Υ08Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1271.00 |            2287.80 |        3558.80 |
|       10 | 2024 | Υ27Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1673.00 |            1673.00 |        3346.00 |
|       10 | 2024 | Φ62Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          374.00 |             935.00 |        1309.00 |
|       10 | 2025 | S25Α     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         2164.00 |            2705.00 |        4869.00 |
|       10 | 2025 | W13Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          685.00 |            1712.50 |        2397.50 |
|       10 | 2025 | Α20Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2638.00 |               0.00 |        2638.00 |
|       10 | 2025 | Β20Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          413.00 |            2271.50 |        2684.50 |
|       10 | 2025 | Δ27Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         1416.00 |            1416.00 |        2832.00 |
|       10 | 2025 | Ε06Χα    | ΤΣΑΥ                     |                 2 |        41194.00 |               0.00 |       41194.00 |
|       10 | 2025 | Ε08Μ     | ΕΟΠΥΥ                    |                 1 |        10017.00 |               0.00 |       10017.00 |
